name ,category ,deadline ,goal ,pledged ,status,backers ,
PLC Logic Simulator,Software,20/12/2015 18:19,50000,0,failed,0,
BULLET | World's Smallest LED Flashlight,Gadgets,19/2/2016 15:32,10000,353317,successful,12578,
O,Apps,7/4/2016 22:20,25000,296,failed,7,
Price Cloud Smart Phone App,Software,21/12/2014 7:32,100000,203,failed,17,
SunPack,Hardware,17/7/2014 1:47,1500,2086,successful,22,
HYPECIRCLES - the consumer social network (Canceled),Apps,18/11/2015 19:38,80000,77,canceled,4,
"BforTime - The fun network for innovative, creative people",Software,26/5/2016 20:40,150000,0,canceled,0,
MagAlt (magnetic laptop power thingy) (Canceled),Hardware,5/3/2011 20:10,10000,0,canceled,0,
Civilian Space Program,Space Exploration,28/6/2015 5:34,60000000,70,failed,2,
FabCreator Lasers,Fabrication Tools,2/7/2016 10:00,200000,57077,failed,33,
"JOTA - Ultraportable, Powerful, Versatile Bluetooth Speakers",Technology,25/12/2016 8:29,30000,1451,live,30,
The Q-Touch Home Automation System,Technology,21/4/2016 20:55,15000,483.05,failed,8,
Be There Bedtime Stories wants to go mobile with an App!,Software,29/6/2013 19:08,36000,3071,failed,43,
Learn from ICARUS and fly safer!,Flight,30/1/2016 2:50,10000,10518.1,successful,36,
So Cal Pokemon!,Web,9/8/2016 16:54,12500,10,canceled,1,
Clipped: The 21st century social video app with a twist!,Apps,26/6/2015 8:38,14000,650,canceled,4,
Final Capstone Project- Arduino Drumset,DIY Electronics,8/9/2014 18:41,400,31,failed,4,
CLEVER REMOTE 8,Technology,6/10/2013 14:00,50000,807,failed,20,
Holus: The Interactive Tabletop Holographic Display,Technology,10/7/2015 14:59,50000,297790,successful,496,
RO Keeper,Technology,12/1/2017 6:00,9999,4250,live,21,
Project Aironyx,Flight,2/5/2016 23:30,70000,505,failed,2,
Cubley - The New Social Media,Apps,25/9/2015 18:28,80000,0,failed,0,
Singc,Apps,26/12/2015 4:53,50000,0,failed,0,
"Smart Keychain: Key Locator, USB Memory, and Much More!",Gadgets,26/9/2014 18:51,10000,829,canceled,22,
the WorkNote,Software,22/1/2016 13:02,130000,0,failed,0,
Reality X : Play in a miniature world from home,Technology,4/1/2017 13:51,385000,99,live,1,
HoopLite,Gadgets,12/12/2016 14:04,10000,32,live,5,
the what you might call it,DIY Electronics,27/2/2015 21:30,10000,1,failed,1,
"I-Ball Cubicle Stop Light, Electronic Courtesy Device (ECD)",Hardware,7/2/2012 4:24,10000,316,failed,7,
Yellow Off Headlight Cleaner,Technology,8/5/2016 21:32,30000,141,failed,23,
Ballin Grounds,Apps,5/6/2015 22:55,325,0,failed,0,
MagMouse - World's Most Accurate Mouse,Hardware,21/10/2016 4:23,15000,887,failed,10,
The Animal Shelter Network website (Canceled),Web,1/7/2016 20:35,6000,341,canceled,9,
Spottr | Smarter Monitoring for Shared Data Plans,Apps,8/1/2015 16:18,20000,884,failed,28,
Zombies HATE Hometown Deal Finder,Technology,22/7/2016 16:41,7500,6,failed,3,
Project Laghima: The Spaceship Engine Experiment,Space Exploration,25/11/2014 22:53,6000,609,failed,29,
InHere,Technology,5/4/2015 19:40,85000,150,failed,2,
PicassoNetwork - 1st Patented Chameleon-like social network.,Web,27/9/2014 20:00,60000,0,canceled,0,
Kiwiso a free challenging online game.,Software,31/8/2014 4:53,12000,0,failed,0,
The Future of Indoor Growing,Hardware,26/1/2015 2:06,25000,106,failed,3,
Folding USB Solar Cell,Gadgets,2/5/2013 17:13,5000,193230.32,successful,1755,
ZenPro 250 COB LED Grow Light,Technology,9/1/2016 8:59,69000,0,failed,0,
The Pettersson Retro Project,Technology,7/8/2014 18:54,20000,1,failed,1,
MiiBeast By MiiKey (Suspended),Hardware,28/11/2013 0:22,25000,6485,suspended,100,
DashMatch App,Apps,10/11/2016 7:20,30000,1506,canceled,28,
Engines Run On Fumes With The AVFS (Air/Vapor Flow System),Technology,10/10/2014 23:27,250000,10,failed,1,
The People's Network,Technology,29/5/2012 8:32,15000,141,failed,8,
Arrow Drone - The FPV Racing Drone (Canceled),Flight,5/3/2016 19:06,10000,5034,canceled,12,
drone-henge (Canceled),Web,9/12/2015 17:18,35000,21,canceled,1,
"Strooder, First Truly Consumer 3D Printing Filament Extruder",Hardware,26/6/2014 18:59,20000,64369.02,successful,363,
UtaForum 4.0,Web,26/7/2014 6:45,200,373,successful,33,
CraneMe: fund aspiring entrepreneurs in developing countries,Technology,15/8/2015 3:50,15000,25,canceled,1,
Your New Best Friend,Software,12/8/2014 19:29,3000,0,failed,0,
ModernMan App,Apps,16/1/2015 18:00,2000,0,failed,0,
GameBuddy: Play any game on any screen anywhere!,Technology,14/2/2014 16:54,100000,46139,failed,437,
VoiceLots |  Social Media App/Social Network for Justice,Apps,9/7/2015 9:13,6000,50,failed,2,
Linux computing class at the Hogar Del Nino,Technology,28/12/2015 18:26,2750,380,failed,6,
Rescue Me Balloon,Technology,1/1/2015 8:59,100000,36787,failed,538,
NeediT,Apps,5/12/2014 0:12,7000,451,failed,13,
Twinkly - Smart Decoration... for your Christmas,Gadgets,4/11/2016 9:58,50000,52744,successful,297,
Floatek Pool Cover (Canceled),Technology,11/12/2014 6:00,50000,60,canceled,1,
Shower Case Smartphone Holder (Use ANY phone in the shower),Gadgets,20/6/2015 21:00,10000,17062,successful,712,
Tally Streaming,Web,28/10/2016 21:44,7000,0,failed,0,
Super Brain ?,Wearables,19/8/2016 16:01,20000,71429,successful,555,
OP·A - Multitimbral FM Synthesizer Shield for Arduino,Sound,27/3/2016 22:59,8000,8173,successful,146,
Website for parents of twins and multiples!,Web,27/4/2015 21:22,20000,0,failed,0,
Tortuga Trikes gas powered drift trike,Technology,3/6/2014 17:50,25000,96,failed,13,
The Moa is back! NZ's 1st Virtual Bird Park in Otorohanga,Software,23/8/2014 6:13,5000,5169,successful,108,
"YouTurn - Turn signal, Meet hand",Technology,25/9/2011 5:12,50000,12696.05,failed,194,
On-Site Mobile Archaeology Lab,Technology,21/5/2014 18:21,27685,110,failed,4,
OMNI-QC - Netduino-powered quadcopter,Hardware,5/5/2013 0:57,40000,110,failed,2,
ToneDexter: Makes Your Amplified Acoustic Guitar Sound Right,Sound,31/12/2015 19:00,100000,14435,failed,41,
Smart,Apps,6/1/2015 13:52,50000,0,failed,0,
Promuovere le eccellenze piemontesi attraverso il web.,Web,17/10/2015 9:33,2500,2500.88,successful,29,
Football Anywhere- App to connect people for free football,Apps,26/11/2014 16:27,15000,0,canceled,0,
Bullying Online Course,Software,9/4/2015 4:28,25000,2,failed,2,
IQ Smart Charger (Canceled),Gadgets,14/4/2016 18:34,50000,340,canceled,7,
Apex-ID Adventure Bands,Wearables,3/5/2015 22:38,15000,20,failed,1,
JasperBox - Connect Any Remote Vehicle Starter to the Cloud!,Hardware,28/9/2013 4:00,32000,830,failed,13,
Swift01: Open Source Mesh Networking by Swiftlet Technology,DIY Electronics,8/12/2014 7:30,60000,4470,failed,41,
!CE SNOWSTORM* Electronic Looking Glass - iPad easel!,Technology,22/2/2015 18:22,20000,698,failed,6,
I-Save- Never Lose Your Files Again,Software,31/3/2016 15:39,2000,444,failed,17,
"Golf Divot Tool, The Aluminum Re Tee with Ball Marker",Gadgets,5/2/2015 3:28,5000,5047,successful,40,
Wakby App - Chat to the people you walk by (Canceled),Apps,2/8/2014 18:52,6000,937,canceled,18,
"""The Germ"" Boutique Handwired Hybrid Guitar Fuzz Pedal",Technology,23/3/2013 1:24,3100,3615,successful,31,
The Darwin Institute Evolutionary and Environmental Research,Technology,9/1/2016 21:00,25000,25,failed,1,
Fly on a budget,Flight,23/7/2016 21:40,50000,0,failed,0,
Bluezzle - Solve the puzzle of your life!,Apps,9/8/2014 5:00,10000,319,failed,14,
Humanitarian Drones - LiDAR Capable Unmanned Aerial Systems,Flight,17/10/2014 19:11,50000,4689,failed,73,
cell strap,Wearables,8/3/2015 0:07,25000,10,failed,1,
anywhere.cab innovation global P2P TNC for taxi & limo,Web,16/6/2016 4:52,25000,0,failed,0,
Downdraft Dome -A new kind of solar generator & desalinator,Technology,20/12/2015 19:50,10000,5076,canceled,14,
i-BELL,Technology,7/8/2014 16:47,30000,60572.5,successful,386,
AnonChat,Apps,14/3/2016 19:28,2600,52,failed,3,
Zombierine,Technology,5/9/2013 20:43,16500,225,failed,4,
UP! Mini Bed+,3D Printing,12/6/2015 23:44,8000,945,failed,10,
"NOMAD power pack iPhone 6s, 6s Plus and Micro USB",Technology,22/8/2016 7:34,10000,1725,suspended,39,
toPic! App,Apps,29/5/2016 1:48,10000,50,failed,1,
HIGH-SPEED RAIL PROJECT FOR THE SOUTHEASTERN UNITED STATES,Technology,1/12/2015 1:17,10000000,133,failed,3,
Muribot: Bringing university level robotics to everyone!,Robots,31/5/2015 14:07,40000,196,canceled,9,
The Hitchhiker,Gadgets,18/7/2015 21:43,100000,70,failed,3,
VerifiedSitter.com - Trust but Verify,Web,6/9/2015 18:04,10000,75,failed,2,
SURESHIFTER,Gadgets,6/3/2016 22:40,75000,125,failed,2,
The Coldest Breakup on Earth,Apps,7/2/2016 22:42,9000,115,failed,3,
The Emoji Project (Canceled),Apps,21/8/2014 20:30,100000,255,canceled,2,
MIDIWidget: Control anything via MIDI,Hardware,17/3/2015 2:00,6000,12290,successful,175,
The Wise Man's Guide to the Universe,Web,21/5/2015 19:03,1500,1,failed,1,
"Cavalcade: AI map, chat and calendar with Perfect Privacy",Technology,25/5/2016 23:38,50000,290,failed,7,
NeoLev™ Board-Wheels Not Included Levitating Toy Skateboard,Technology,25/10/2013 16:09,100000,3347,canceled,22,
The App That Will End Joblessness Around The World,Apps,19/12/2014 16:03,10000,175,failed,9,
The Ultimate Portal,Web,30/6/2016 14:26,3000000,5,failed,1,
Application for Iphone to connect yogi and gym freaks,Apps,4/4/2015 19:35,1600,0,canceled,0,
CountByMacros,Apps,18/8/2015 22:05,24000,0,failed,0,
One Stop Restaurant Business Solution (Website),Web,16/12/2014 21:29,100000,0,failed,0,
Singularity Media Traveler,Gadgets,24/3/2015 6:14,80000,1070,failed,7,
KickStarter Competitor,Web,9/4/2015 0:31,30000,60,failed,3,
Mode Mount,Hardware,8/6/2014 19:17,50000,1168,failed,14,
4me!  Protection as you live your life out in the world.,Software,24/10/2014 1:09,5000,49,failed,1,
Audio Relay Using Lasers,Technology,12/8/2015 23:54,1000,55,failed,2,
UNLEASHED - Full Control Over Your DSLR From Your Smartphone,Camera Equipment,30/9/2016 22:00,60000,186723.66,successful,1548,
FIRST Team 4188 Building a 100 pound + Robot in Six Weeks,Hardware,4/1/2014 5:49,1500,417,failed,10,
66 Days,Apps,7/9/2014 10:39,2500,12,failed,3,
BowlingAverage.com - THE Composite Average,Apps,2/10/2014 21:25,10000,30,failed,2,
Helping the Mexican Community grow with Mexicanosomos,Web,6/12/2014 0:31,10000,1,failed,1,
The Freezer Nightlight (Canceled),Gadgets,3/9/2014 22:18,5000,0,canceled,0,
Dialtone Pickups | Custom Tone Machines (Canceled),Hardware,2/7/2014 1:54,75000,1151,canceled,10,
Run Wars (Canceled),Software,14/2/2014 18:48,100000,0,canceled,0,
UnaliWear Kanega Watch: Extending Independence with Dignity,Wearables,25/3/2015 5:59,100000,110154,successful,306,
Lavabit's Dark Mail Initiative,Software,28/11/2013 2:00,196608,212513.64,successful,2976,
Keep note taking simple and effective (for students),Software,29/7/2015 17:03,3000,105,canceled,2,
The Solar-O Project,Technology,22/5/2015 23:52,1382000,220,failed,2,
Bedashle.me (or Bedashle You),Web,8/11/2014 21:51,48000,52,failed,3,
Mirror Buddy Prototype Development Fund,Gadgets,12/6/2016 9:05,2000,6,failed,2,
L.E.D. Basin Wrench,Hardware,12/1/2015 1:20,80000,2,failed,2,
Help put injured pets back on all fours!,3D Printing,12/4/2015 18:26,50000,14514,failed,503,
Know Your City: Portland's Social History App,Software,6/12/2011 8:59,10000,2713,failed,89,
ProfCast Mobile,Technology,20/6/2011 5:59,15000,2461,failed,84,
M3D Pro: Feature-Packed 3D Printer for Improved Reliability,3D Printing,1/10/2016 15:16,100000,487497.37,successful,1014,
BlinkyTape: The LED Strip Reinvented,Gadgets,12/6/2013 19:53,15000,79924.31,successful,1078,
I am Simple - I am Hygienic - I am Safe - I am Combin,Hardware,4/12/2014 18:13,195000,1,failed,1,
AXA Music Air Purifier: Enjoy nice music with clean air,Technology,29/5/2015 1:50,2000,2010,successful,18,
Motix™ Control at your Fingertips (Canceled),Hardware,10/6/2014 13:34,50000,12928,canceled,138,
SMART shopping HANDLE,Gadgets,20/8/2016 22:27,15000,955,failed,50,
Pumpersock,Fabrication Tools,30/10/2015 1:22,15000,0,failed,0,
"METEGOL AUTOMATIZADO, METE-GOAL AUTOMATED",Technology,20/8/2016 23:57,6000,0,failed,0,
PoondiApp - Discover new happening places around you,Apps,10/2/2016 16:09,20000,55,canceled,3,
TriTab - a tripod mount for your iPad or other tablet,Hardware,19/6/2013 11:45,25000,1328,failed,51,
Let Us Teach You (the Android Users) How to bubbsie!,Software,28/3/2013 17:52,24500,456,failed,11,
Fargo: Control Electrical Devices Over the Internet,DIY Electronics,22/7/2013 5:00,10800,20605,successful,182,
TelTab Design - Magnetic Phone/Tablet Car Home Office Cover,Technology,13/1/2016 2:37,35000,704,failed,16,
Fund Raiser for NMCA,Wearables,15/9/2014 23:00,5000,531,failed,20,
iPad 2 Smart Shell: A Case Compatible w/ Apple Smart Covers,Hardware,23/5/2011 16:18,10000,3058,failed,82,
JaguarBoard: x86-based Single Board Computer,Hardware,23/1/2016 3:30,3000,40002,successful,598,
Soul Tribute,Apps,18/3/2015 1:13,60000,2160,failed,6,
Avisador de corte de suministro electrico,DIY Electronics,2/7/2015 23:36,4200,0,failed,0,
"Massive Kit - One WordPress plugin, endless possibilities",Software,7/7/2016 16:15,20500,261,failed,5,
The Virtual Academy,Software,2/5/2016 1:01,6000,389,failed,17,
SoundForce SFC-Mini Controller,Sound,13/11/2015 21:07,15000,7505,failed,45,
Impresora 3D,3D Printing,11/7/2016 23:59,2500,1,failed,1,
WhatCouldISell - Entrepreneurs Web App & Digital Magazine,Web,19/9/2014 17:36,6000,6,canceled,5,
The QuivExchange (Canceled),Web,15/1/2015 20:52,60000,0,canceled,0,
Real FX: Race Cars with Artificial Intelligence,Gadgets,12/7/2014 13:08,50000,69545,successful,508,
Thndrstrm: Your Personal Cloud Server,Web,19/11/2015 18:50,80000,409,failed,6,
"Best folding keyboard got better,up to 1 Year Stand-by Time.",Gadgets,24/10/2015 16:20,30000,40009,successful,721,
Naturebytes Wildlife Cam Kit - Digital Making for Wildlife,DIY Electronics,25/7/2015 8:28,28995,34164,successful,303,
IMAGINE A WORLD POWERED BY ITSELF! THE FUTURE OF ENERGY:USEI,Technology,15/8/2016 4:47,5000000,0,failed,0,
TripSaver: The Ultimate Travel Budgeting App,Software,30/8/2013 15:34,8000,27669.82,successful,1555,
Cover Letter Generator (Canceled),Software,11/1/2015 21:57,100000,0,canceled,0,
Arduino compatible fingerprint scanner project boards !!!,DIY Electronics,4/2/2015 23:47,3000,5872,successful,51,
BadBuyer.com... A website for sellers to alert other sellers,Web,12/2/2015 0:28,50000,109,failed,5,
Arduino USBtinyISP Bootloader Shield (ATMEGA328P-PU),DIY Electronics,13/5/2015 22:00,450,754,successful,28,
Bring technology to my science classroom,Hardware,8/6/2015 0:01,40000,1,failed,1,
GoBox: The robot kit with a new mission delivered monthly.,Robots,11/10/2015 7:25,30000,135361,successful,439,
InTouch Consultancy - Online Specialists for Everything,Technology,20/1/2016 16:45,10000,2,failed,2,
PORTABLE WEIGHT LOSS MACHINE,Gadgets,12/12/2015 16:47,10000,1,failed,1,
3D-Printed Glasses Holder (Canceled),3D Printing,17/4/2015 20:36,600,0,canceled,0,
Earthquake Buddy,Apps,9/6/2016 9:05,132000,2,failed,1,
Kiwi - OBD Car Connected App Reinvented,Technology,17/11/2016 1:30,15000,119733,successful,2183,
NanoDri Sweat-blocking Undershirts and Sports Shirts,Wearables,9/11/2015 15:18,7000,2661,canceled,28,
Octocase Phone Case,Wearables,15/7/2015 18:24,5000,0,failed,0,
Innovation NOW,Web,15/10/2015 23:49,5000,0,failed,0,
Produce 3000 Straightline Long Shoe Air Sanders USA Made,Hardware,11/7/2014 20:27,325000,471,failed,3,
Water Hero: protection from major pipe bursts & costly leaks,Hardware,25/12/2014 5:59,54000,64024,successful,372,
MyEasyBarter.com / Buy Sell Trade!,Web,19/2/2015 21:44,1500,1,failed,1,
Crowdfunding Rebel Alliance X-Wing Squadron,Hardware,1/4/2013 17:59,11000000,721036.46,failed,643,
"ZenyPass, simplify and secure your online life.",Web,13/4/2016 17:42,12500,12741.57,successful,176,
P-VOX - The Ultimate PowerHouse For Your Desk.,Gadgets,23/10/2014 20:29,25000,18259,failed,155,
The Night Lifeline,Apps,16/8/2015 17:20,5000,76,failed,3,
Getting Tread Pad to Market,Hardware,10/2/2014 5:59,150000,4440,failed,27,
Sponsor a Long Distance R/C Air Racer,Flight,3/1/2016 19:21,15000,13,failed,3,
"PowerOak incredibly lightweight, solar energy generator",Gadgets,16/1/2016 23:59,20000,324,failed,5,
The First International B2B Networking Platform.,Web,5/8/2015 18:31,1000000,0,failed,0,
Gyre Harvester Engineering Project To Clean The Oceans Gyres,Hardware,18/5/2014 18:02,37500,4023,failed,57,
Underwear That Mold To Your Body with Thermojoin® Technology,Technology,12/11/2016 16:00,2000,10316,successful,143,
Luvit: The Real-Life Like Button,Gadgets,26/9/2015 3:00,25000,2575,failed,44,
NO TILL SEEDING MACHINE,Technology,13/4/2016 17:30,3000,0,failed,0,
Social Media - Fwendzy,Technology,14/2/2016 4:42,20000,12,failed,1,
Interactive Global Domestic Violence Platform,Web,3/12/2016 0:36,150000,1366,failed,20,
Taking ToGather mobile App to the NEXT LEVEL,Software,1/5/2014 11:49,3000,275,failed,7,
PCB Rax - An easy to use circuit board holding system,Fabrication Tools,1/6/2015 3:55,25000,4393,failed,82,
Wheel Covers,Hardware,31/7/2015 16:12,75000,65,failed,1,
The Podcasters' Pub Crawl,Sound,17/3/2016 12:52,500,588,successful,32,
Brite Bits - Micro Breakout Boards for LEDs,Hardware,11/10/2015 13:58,700,2320,successful,90,
DERBYSMASH,Apps,8/6/2015 0:23,2500,2969,successful,57,
eJay Pure,Technology,25/4/2013 9:31,150000,53354,failed,239,
PORT: Personalized Cancer-Support Website,Web,2/1/2016 10:25,3000,219,failed,7,
Complete Antler Scoring System,Hardware,3/1/2014 5:27,15000,176,failed,3,
Going Wine Tasting,Apps,18/6/2016 0:29,5000,2,failed,2,
Theory of the Evolution of the Moral Idiot,Technology,14/11/2015 18:39,500000,0,failed,0,
goVR.org - a virtual reality OS - the World of Worlds,Technology,16/12/2015 20:13,20000,302,failed,9,
Goldies. An social app for 55+ people,Technology,30/6/2015 17:45,10000,0,failed,0,
The highest level Dockingstation.,Technology,18/6/2016 17:58,20000,4,failed,4,
Totally Green Adding Machine,Software,26/9/2014 20:46,5500,25,failed,1,
Fly Like a Bird,Flight,1/3/2015 13:00,45000,2861,failed,22,
Racing through deversity (Canceled),Fabrication Tools,17/7/2014 2:49,15000,0,canceled,0,
Body Armor - The Super Female Police Officer of the Future!!,Wearables,11/8/2014 22:27,800,1055.01,successful,27,
Breanna Jean,Web,26/10/2014 6:57,50000,1,failed,1,
MBN 3D Printed Box Mods (Suspended),Technology,3/9/2015 18:26,1500,610,suspended,4,
Flame Rack,Hardware,29/8/2015 20:35,150000,0,failed,0,
Sports Stream,Apps,3/4/2015 21:30,67500,0,failed,0,
Tindernship,Apps,28/2/2016 3:24,5000,20,failed,2,
RPiSoC: The ultimate expansion board for the Raspberry Pi,Hardware,23/9/2014 18:30,20000,14323,failed,219,
The Terra Core,Technology,25/9/2015 4:07,60000,95678.33,successful,194,
Smart Response NFC Wristband,Technology,24/3/2015 16:55,7000,138,failed,8,
HattrickWear: The Augmented Reality Hat (Canceled),Wearables,22/11/2014 4:47,300,10976,canceled,12,
Let's make FRESH WATER with the POWER OF WAVES,Technology,31/12/2014 21:42,10000,3665,failed,38,
